,ground_truth,prediction
0,4.810000324249267,8.321821472644807
1,4.5000000047683715,8.748148753643036
2,4.440000033378601,9.173558139801026
3,6.320000071525573,9.562260143756866
4,5.069999732971191,9.769080531597137
5,4.029999995231629,9.429108614921569
6,7.3699999213218685,8.272922105789185
7,4.7999998617172235,8.899058165550231
8,5.930000257492066,8.069858813285828
9,5.080000195503235,8.280532677173614
10,5.820000076293945,8.530912590026855
11,7.049999840259551,8.465184450149536
12,8.580000162124634,8.532185866832734
13,4.449999794960022,8.119358193874358
14,4.629999709129334,8.722744550704956
15,4.610000185966491,9.049779722690582
16,4.919999804496765,8.45901573419571
17,18.63000027656555,9.033351542949676
18,13.44000003516674,8.190814151763917
19,11.94000000566244,8.265468897819519
20,14.370000029802322,8.51059693813324
21,8.089999928474427,8.440304908752442
22,11.809999994635582,8.212935452461243
23,16.119999837875366,7.82239485502243
24,6.069999723434448,8.371427047252656
25,5.280000333786011,8.819222342967986
26,6.110000171661377,8.930120441913605
27,9.160000002384185,8.94894271850586
28,6.9100000238418575,8.685205841064453
29,12.12000000745058,8.158305113315583
30,4.219999670982361,7.857058615684509
31,4.599999723434448,8.128266224861145
32,5.4999999952316285,8.540035462379455
33,6.410000028610229,8.503548529148102
34,10.18000004172325,8.26949656009674
35,6.280000324249268,8.003790361881256
36,3.5399997615814205,8.451925618648529
37,3.3400003242492673,8.788762533664704
38,7.4800001025199885,8.677704968452453
39,9.930000044107437,8.655867903232574
40,5.859999823570251,8.29199637413025
41,8.980000088214874,7.97017942905426
42,3.919999814033508,7.953312454223632
43,4.089999966621399,8.23565922021866
44,3.0200002431869506,8.136813616752624
45,5.479999771118164,8.52272513628006
46,7.719999988079071,8.532307832241058
47,12.320000000614673,7.88336704492569
48,9.460000034570694,7.698621695041656
49,9.859999960660934,7.382136881351471
50,6.299999847412109,7.771744163036346
51,4.239999895095825,7.853418579101562
52,3.900000290870666,7.586292955875397
53,4.299999866485596,7.7586707329750055
54,3.5000000143051144,8.776963431835174
55,3.1400001859664917,8.039226920604706
56,4.20999990940094,8.169993464946748
57,14.780000067949295,8.174398589134217
58,11.420000005364418,8.001256074905395
59,8.769999837875366,7.829781472682953
60,4.0099997711181645,7.848820343017578
61,4.26999988079071,7.701426198482513
62,3.799999871253967,7.710019853115082
63,6.149999918937683,8.449206981658936
64,5.209999899864196,8.068305156230927
65,4.299999866485596,8.154628977775573
66,3.1499999475479123,8.9714187002182
67,3.47999979019165,8.764975073337554
68,2.7000001621246335,8.817386202812195
69,4.2000001478195195,8.132846236228943
70,5.359999828338623,8.389974551200867
71,4.400000286102295,8.774053435325623
72,5.159999690055847,7.6344468617439265
73,4.380000061988831,7.9821740961074825
74,4.359999837875367,8.559682757854462
75,3.889999828338623,8.94132688999176
76,5.380000052452087,9.245241205692292
77,4.5800002002716065,9.044998188018798
78,5.5299999809265135,8.596460936069489
79,10.359999955892562,8.04187195777893
80,18.550000081062315,8.123364126682281
81,8.320000052452087,8.061620540618897
82,6.280000324249268,7.94339154958725
83,3.3500000858306884,8.663345293998718
84,3.0999997377395627,8.522521159648896
85,3.1499999475479123,8.304742460250855
86,3.5399997615814205,8.268953323364258
87,3.58999997138977,8.94756500005722
88,3.58999997138977,8.89314880132675
89,3.0000000190734863,8.711739275455475
90,3.449999804496765,8.854345927238464
91,3.7499996614456177,9.404028952121735
92,3.8599998426437376,8.925035045146942
93,5.05999997138977,9.027604098320007
94,8.73000009059906,8.915298840999602
95,3.8599998426437376,9.163895535469054
96,3.9799997854232787,9.00960018157959
97,5.359999828338623,8.973079602718354
98,5.700000133514404,9.299461488723754
99,5.05999997138977,9.376343855857849
100,8.51000007867813,9.305424125194548
101,7.110000162124633,9.145796639919281
102,4.1199999523162845,8.9042711353302
103,5.870000286102295,9.21622850894928
104,7.869999916553497,9.241765892505645
105,7.339999935626984,9.178558371067046
106,5.810000314712524,8.562064588069916
107,9.80999992609024,7.395815231800079
108,4.440000033378601,7.980344264507293
