1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1.953977627545935,4.738559051535952,9.06656470596048,8.773647549069583,4.685042921177943,20.99872016604158,7.320335507844571,4.085260364693859,9.98894875700982,4.243113117348794,2.0120440856328896,10.894627234323956,5.386474068520246,4.192044657102514,7.449268383044911,7.424568182251765,7.94072790178847,2.58782203769099,5.030615276154167,2.2750561545592203,2.5206303558304715,-0.5094513354529496,4.547454107879266,3.9479288862838335,2.784754392948144,6.02014138318795,1.2140430730358578,5.831667278784106,5.636756065886295,3.820833662149672,6.961575541590271,3.4477807245092613,2.8809686270659083,0.0,8.153668555182751,7.855453538415269,5.191446422719564,2.6204099815373407,4.9671120727881295,-3.011215350675312
3.7630288393358233,4.903687704105549,10.16388323502648,9.860348142603492,4.864723813116779,21.756752337617343,9.171071098758604,4.89495808212494,5.026416423481944,5.096651785133217,1.3129559034101164,12.132847721639587,6.196764825057062,4.849130054634625,8.211365717745112,8.05840395825218,6.991785513336587,2.054115277989272,5.719146156575373,3.331094255682916,3.201341180056384,-3.1977314022508194,4.9055729247462185,4.29340370128608,3.22050062713008,6.437170113474821,0.914003742505992,6.296367586635081,5.865270301594674,2.797694411166882,6.968805309803381,3.948129249719896,2.913750710950384,0.0,8.439134097442675,6.581706974495074,5.516737148007003,3.405404663056326,4.999385890746253,-2.986773248846317
5.5721381617906784,5.067246844049202,11.029932025610751,10.538996618505529,4.95236394491833,21.374200447127183,11.022469138062828,5.716831908812173,3.779132853015607,5.955449979273458,1.3514687533927765,13.111738108322934,6.932718702221206,5.42094839899839,8.890790464505583,8.589990021901889,6.128677991567299,2.0081161331866606,6.3094028899842725,4.5159982956794575,4.474085758791672,-4.827129987429818,5.238274244384609,4.78148703598081,3.7796948670044976,6.93240091977443,1.152397588912902,6.703133186562504,6.0157583437903535,2.518825092537272,5.983736271391869,4.514725823157845,3.4384900788618884,0.0,8.645297076904884,5.858308242757041,5.772686258615072,4.181120355385027,4.9625929124979855,-2.4158702720318166
6.472148547536775,5.22074556953227,11.470041386945518,10.703810284188071,4.945863391786115,20.064975302836487,12.80817316415349,6.5248410532951615,4.68848600000504,6.788958625838182,2.045061772027528,13.759733517951362,7.551314987690693,5.880186252170526,9.450890294695933,8.997827564438188,5.607324746975949,2.4572459439219165,6.775914072800419,5.5775765715652526,5.998457786439918,-5.334813390349946,5.616993361410869,5.401893578786025,4.441111832392799,7.499660102046477,1.8442485837640483,7.0414122100353325,6.086896785933104,3.256297014543886,4.908955091328401,5.123325201820348,4.385530518007647,0.0,8.765707963913147,5.617693719597595,5.960955741954503,4.7987190362215575,4.862197158092079,-0.9829625508420824
6.15448290952158,5.358334531907501,11.358106440329545,10.362395965522795,4.8491486957645815,18.161672201278314,14.464429636978467,7.296160394618583,5.265511994327952,7.57027673071498,3.162459270476212,14.066892914860878,8.025535662389558,6.208643844794348,9.864044483623736,9.26690810651067,5.577160560425946,3.308449329621541,7.1018710376641785,6.332154553824573,7.401626929028922,-4.952868005658522,6.08691093550173,6.1393920768603,5.181834000305088,8.131504033884463,2.800271261790496,7.3044088704905565,6.084316594033569,4.584652284979027,5.380028264067692,5.750573944977411,5.589191297649353,0.0,8.800576477274005,5.669470760738377,6.088055231310382,5.150683778527228,4.7075746375752185,0.9734789553620176
4.985790140178239,5.478739585017364,10.673181431781169,9.628514124027529,4.672392835681753,16.034895460402264,15.93352159252492,8.012268496081832,4.433561377428642,8.277569629580661,4.3911599593824935,14.083233441438438,8.345006351884987,6.39848440825954,10.11329116063081,9.392807784040588,6.043942336323992,4.398413198949228,7.2798744419963715,6.713999067274695,8.38058869069808,-4.042392662934162,6.65095169758897,6.972886531411068,5.974344715776194,8.81637764861391,3.782544330556143,7.493081111131437,6.018678477033122,5.640720972329628,5.684245433875569,6.37205664136755,6.831497906428381,0.0,8.755305092560404,5.843043152056231,6.165036636294224,5.20139119360695,4.512565745764489,2.5150377998774154
3.710944442716317,5.585635454905783,9.509894146486408,8.69499534770927,4.432287351838987,14.009768467962132,17.16768525123707,8.659428183061408,3.123137069684392,8.894917332844651,5.426595607723683,13.904797618772609,8.515161975073106,6.451716519634028,10.194771391279062,9.379830881364958,6.873014688325712,5.539575590217912,7.311312046998911,6.792926434875613,8.783867394746245,-2.946243062725821,7.265675652616997,7.876826277475187,6.789999566620308,9.540995739223089,4.571449066348805,7.614860413080375,5.90630890705807,5.842032287524959,5.139524809413929,6.966890876668086,7.900360534932906,0.0,8.64104920989584,6.069172565995578,6.206654280805739,4.996031230394525,4.293845698561105,2.917454321566068
2.980996758092286,5.686526789923579,8.06019212939156,7.785935245181868,4.149921535442914,12.302259542966487,18.13043359838217,9.229811531786382,2.847535468264697,9.413571932570989,6.05654337254664,13.649632823415295,8.554733705909854,6.3827417507366295,10.115248173498149,9.240750006509227,7.82970044999877,6.571707925121122,7.208614187873679,6.752669788590163,8.651568515036649,-1.9220655745664823,7.849911243879951,8.824176737056588,7.600075545030846,10.290553012748248,5.025691048290783,7.680442710179022,5.769176103896082,5.375504395381684,5.670036529055249,7.516110463949058,8.644771517939043,0.0,8.47430772705008,6.362057538582146,6.230312585484034,4.650176161008041,4.069405332526516,2.411183312939962
2.9959011214767983,5.792066372560316,6.5699158059519975,7.101622753321803,3.849028501903293,10.990747058685091,18.799681355141136,9.72095003044958,3.935448489744733,9.831124409158315,6.217797015428532,13.427901174429548,8.490359780933618,6.213978682073553,9.894381479546947,8.996332056700494,8.64649645253388,7.403030169825417,6.992747683612996,6.8371170104456,8.20139922035452,-1.1532072054907954,8.30594844017014,9.783834328671434,8.37803634689323,11.047400015123792,5.120259731635762,7.706217320868489,5.629806797151248,4.966013888485224,6.874691308221114,8.004915664366488,9.0124170296623,0.0,8.274687236991342,6.732374695384639,6.253839416580514,4.31923083317588,3.858530771987771,2.022879932888333
3.468169753426981,5.914065520254174,5.2842385331808615,6.771341410002173,3.554908500848644,10.027951620963153,19.16823984640561,10.13533007704888,5.234959222104884,10.152119090790714,6.011426292095435,13.318752777646758,8.352011462211248,5.976158421353805,9.561492083213844,8.6748548611257,9.100499597534828,8.029164481606413,6.691788102471973,7.279137095242682,7.762459598202682,-0.7831550589616928,8.545028604659603,10.724943537117188,9.100058699073726,11.791066479492194,4.951681490374697,7.711392139947078,5.511145036350669,5.143391223808647,6.291559633011067,8.423115391617394,9.0599068931272,0.0,8.063100681775103,7.114698489289103,6.2946350079117686,4.158798537425335,3.679239988235583,2.596815943514861
