,year,month,day,hour,万寿西宫,万柳,东四,东四环,东高村,丰台花园,云岗,亦庄,农展馆,前门,北部新区,南三环,古城,大兴,天坛,奥体中心,官园,平谷,永定门内,琉璃河,西直门北,通州,门头沟,顺义
24,2018,1,2,0,0.6,0.9,1.0,0.6,1.7,0.7,1.5,0.6,0.8,0.6,1.6,0.7,1.6,1.4,0.6,0.7,0.5,2.2,0.6,3.6,0.7,1.4,1.6,2.1
25,2018,1,2,1,0.6,0.9,1.0,0.8,1.7,0.7,0.9,0.8,0.8,0.6,1.4,0.6,1.5,1.2,0.6,0.7,0.6,2.2,0.6,3.6,0.7,1.5,1.6,2.1
26,2018,1,2,2,0.6,1.7,1.1,0.8,1.7,0.6,0.7,1.1,0.9,0.7,1.3,0.6,1.6,1.1,0.6,0.9,0.5,2.2,0.6,3.6,0.7,1.5,1.4,2.1
27,2018,1,2,3,0.9,1.6,1.9,1.2,1.7,1.1,0.7,1.3,1.2,0.9,1.5,0.8,1.1,1.3,0.7,1.1,0.6,2.2,1.0,3.4,1.1,1.4,1.3,2.1
28,2018,1,2,4,0.9,1.8,2.0,1.3,1.7,1.7,0.8,1.5,1.5,1.0,1.5,1.1,0.9,1.7,0.85,1.3,1.8,2.2,1.3,3.2,2.0,1.6,1.3,2.1
29,2018,1,2,5,1.1,1.8,1.6,1.5,1.7,1.9,1.2,1.5,1.7,1.1,1.6,1.1,1.3,1.9,1.0,1.9,1.8,2.2,1.2,3.3,2.0,1.9,1.3,1.9
30,2018,1,2,6,1.7,1.7,2.0,1.9,1.6,1.9,1.2,1.5,1.8,1.4,1.6,1.4,1.2,2.0,1.0,1.9,1.8,2.2,1.4,3.5,2.0,2.1,1.1,1.6
31,2018,1,2,7,2.0,1.8,2.0,1.9,1.5,1.9,1.2,1.7,1.9,2.1,1.6,1.9,1.3,2.0,1.2,1.6,1.8,2.2,1.8,2.9,2.0,1.9,1.2,1.1
32,2018,1,2,8,1.6,1.8,2.0,1.9,1.4,1.9,1.2,1.8,1.7,1.7,1.9,2.1,1.8,2.2,1.8,1.1,1.6,2.2,1.9,3.6,1.9,2.0,1.3,0.9
33,2018,1,2,9,1.7,1.7,2.0,1.4,1.5,1.9,1.5,2.0,1.5,1.7,1.9,2.0,1.8,2.3,1.8,1.1,1.5,2.2,2.0,3.6,1.5,1.3,1.4,0.7
34,2018,1,2,10,1.5,1.8,1.6,0.9,1.6,1.8,1.5,1.5,1.1,1.5,1.8,1.8,1.7,2.3,1.4,1.0,1.3,2.2,1.6,3.5,1.4,1.0,1.5,0.6
35,2018,1,2,11,0.9,1.4,1.2,0.6,1.7,1.5,1.5,1.1,0.6,1.0,1.9,1.2,1.5,2.2,0.9,0.7,1.0,2.2,1.0,2.1,1.0,0.5,1.5,0.4
36,2018,1,2,12,0.6,1.1,1.1,0.4,1.5,1.0,1.2,0.6,0.4,0.6,1.5,0.8,1.1,1.5,0.6,0.6,0.8,1.1,0.7,1.7,0.8,0.4,1.4,0.3
37,2018,1,2,13,0.6,0.75,1.1,0.4,0.4,0.7,0.9,0.5,0.6,0.6,0.3,0.8,0.8,1.1,0.7,0.8,0.8,0.7,0.7,1.4,0.9,0.4,1.1,0.3
38,2018,1,2,14,0.5,0.4,1.0,0.4,0.3,0.6,0.8,0.5,0.5,0.6,0.2,0.8,0.6,1.2,0.6,0.6,0.5,0.6,0.7,1.3,0.6,0.5,0.4,0.3
39,2018,1,2,15,0.3,0.4,0.8,0.2,0.3,0.4,0.7,0.5,0.3,0.4,0.2,0.5,0.4,1.1,0.5,0.4,0.4,0.6,0.5,1.3,0.6,0.5,0.3,0.3
40,2018,1,2,16,0.4,0.2,0.7,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.2,0.6,0.3,1.0,0.4,0.4,0.4,0.6,0.5,1.3,0.5,0.5,0.3,0.3
