,ground_truth,prediction
0,6.850000381469727,4.936574935913086
1,6.239999771118164,4.787806510925293
2,5.199999809265137,4.424703598022461
3,3.56000018119812,4.542162895202637
4,2.299999713897705,8.993002891540527
5,2.7400002479553223,9.5612211227417
6,12.809999465942383,8.606505393981934
7,18.750001907348633,16.652996063232422
8,19.690000534057617,16.215564727783203
9,20.530000686645508,8.972464561462402
10,9.020000457763672,5.624372482299805
11,10.559999465942383,6.611737251281738
12,10.480000495910645,6.015354156494141
13,9.3100004196167,5.716992378234863
14,4.039999961853027,4.214225769042969
15,3.0099997520446777,4.3425140380859375
16,4.310000419616699,4.8103837966918945
17,3.940000057220459,5.1555328369140625
18,2.9300003051757812,4.678668975830078
19,4.569999694824219,5.477356910705566
20,5.3600006103515625,5.723385810852051
21,3.4800000190734863,5.178252220153809
22,3.9900002479553223,4.8533525466918945
23,4.780000686645508,5.003940582275391
24,5.670000076293945,4.205242156982422
25,5.859999656677246,4.475987911224365
26,3.5899996757507324,4.534637451171875
27,3.370000123977661,5.047785758972168
28,4.690000534057617,5.114010810852051
29,4.369999885559082,5.472345352172852
30,9.979999542236328,8.348922729492188
31,16.80000114440918,7.553232192993164
32,15.320000648498535,9.43532943725586
33,8.319999694824219,8.39871883392334
34,1.8500001430511475,5.672948837280273
35,4.40000057220459,7.711574554443359
36,10.449999809265137,4.151278495788574
37,8.260000228881836,6.974053382873535
38,11.480000495910645,5.529397010803223
39,3.2799999713897705,5.099233627319336
40,4.190000057220459,5.385165214538574
41,4.210000038146973,5.178855895996094
42,5.279999732971191,7.122318267822266
43,8.050000190734863,11.333118438720703
44,6.560000419616699,9.654568672180176
45,19.28000259399414,9.704045295715332
46,13.690000534057617,11.889382362365723
47,1.6899996995925903,4.547743797302246
48,2.9300003051757812,5.802135467529297
49,7.109999656677246,4.473361968994141
50,4.380000114440918,4.784275054931641
51,6.180000305175781,4.925436019897461
52,4.109999656677246,5.981215476989746
53,12.059999465942383,8.253561973571777
54,4.020000457763672,5.503398895263672
55,3.2099997997283936,6.058229446411133
56,11.980000495910645,8.106557846069336
57,9.75999927520752,4.60629940032959
58,23.33100128173828,14.027190208435059
59,23.33100128173828,14.521592140197754
60,23.33100128173828,14.096832275390625
61,16.700000762939453,14.570269584655762
62,13.720000267028809,12.277215957641602
63,7.90000057220459,13.994916915893555
64,10.510000228881836,9.068909645080566
65,14.370000839233398,14.740631103515625
66,3.919999837875366,13.850346565246582
67,4.75,6.308663368225098
68,4.579999923706055,8.037304878234863
69,11.84000015258789,13.993634223937988
70,9.859999656677246,14.504453659057617
71,14.109999656677246,15.353288650512695
72,15.140000343322754,6.272383689880371
73,7.710000991821289,7.224674224853516
74,10.119999885559082,4.956306457519531
75,4.289999961853027,4.717414855957031
76,3.320000171661377,4.564291000366211
77,6.220000267028809,4.572772979736328
78,6.75,5.160326957702637
79,10.25,8.228852272033691
80,8.84000015258789,7.297191619873047
81,15.890000343322754,7.686516761779785
82,17.160001754760742,11.333580017089844
83,10.65999984741211,7.362275123596191
84,11.300000190734863,8.452411651611328
85,6.630000114440918,5.719938278198242
86,4.819999694824219,5.588689804077148
87,9.5,6.288108825683594
88,12.860000610351562,5.433114051818848
89,9.430000305175781,6.816898345947266
90,23.33100128173828,12.960304260253906
91,13.440000534057617,11.315994262695312
92,18.69000244140625,13.043951988220215
93,21.590002059936523,10.826614379882812
94,6.380001068115234,6.957709312438965
95,2.5899996757507324,5.769861221313477
96,5.220000267028809,6.557729721069336
97,6.880000114440918,5.914196968078613
98,4.899999618530273,7.943354606628418
99,3.7200000286102295,6.370227813720703
100,2.8299996852874756,8.941437721252441
101,4.789999961853027,6.264178276062012
102,2.2099997997283936,4.833488464355469
103,2.049999952316284,4.342796802520752
104,4.609999656677246,4.916726112365723
105,2.9800002574920654,4.64495849609375
106,2.7900002002716064,5.023615837097168
107,5.5,5.107684135437012
108,4.289999961853027,4.783059120178223
109,7.079999923706055,4.883292198181152
110,7.460000038146973,5.179920196533203
111,7.079999923706055,5.196437835693359
112,6.319999694824219,5.672779083251953
113,11.40999984741211,6.570601463317871
114,15.170000076293945,9.401555061340332
115,23.33100128173828,10.964268684387207
116,21.71000099182129,13.915828704833984
117,17.96000099182129,11.036687850952148
118,11.089999198913574,9.467660903930664
119,21.46000099182129,9.999277114868164
120,23.33100128173828,11.221040725708008
121,17.580001831054688,13.514595031738281
122,6.630000114440918,8.404293060302734
123,2.7799997329711914,5.206021308898926
124,2.1800003051757812,5.938419342041016
125,13.069999694824219,6.150564193725586
126,16.280000686645508,7.27932071685791
127,6.319999694824219,5.310237884521484
128,9.050000190734863,5.142970085144043
129,4.949999809265137,5.275212287902832
130,5.149999618530273,4.436774730682373
131,6.380001068115234,4.895256042480469
132,3.919999837875366,4.350313186645508
133,3.3600003719329834,4.682460784912109
134,2.7200000286102295,5.172158241271973
135,6.989999771118164,6.917418479919434
136,3.890000104904175,10.793222427368164
137,6.630000114440918,11.62717342376709
138,9.819999694824219,7.985456466674805
139,5.760000228881836,6.178830146789551
140,7.470000267028809,4.714090347290039
141,8.280000686645508,6.26186466217041
142,4.5,5.590786933898926
143,6.430000305175781,7.012938499450684
144,12.480000495910645,13.658515930175781
145,4.9800004959106445,10.105467796325684
146,3.859999895095825,6.127161979675293
147,3.890000104904175,10.832626342773438
148,5.7699995040893555,9.52489948272705
149,4.03000020980835,8.895691871643066
150,5.840000152587891,6.5508623123168945
151,7.369999885559082,6.2277021408081055
152,13.390000343322754,5.008898735046387
153,10.979999542236328,4.866388320922852
154,9.25,4.796207427978516
155,5.670000076293945,4.566631317138672
156,4.550000190734863,6.597052574157715
157,3.330000162124634,6.019403457641602
158,4.780000686645508,4.963543891906738
159,5.970000267028809,4.727949142456055
160,3.249999761581421,4.125209808349609
161,7.300000190734863,4.781044006347656
162,9.329999923706055,6.781268119812012
163,7.720000267028809,5.322905540466309
164,4.439999580383301,4.390529632568359
165,7.270000457763672,4.382813930511475
166,6.160000801086426,4.280452728271484
167,4.539999961853027,4.947880744934082
168,8.010000228881836,5.0385236740112305
169,4.909999847412109,4.457161903381348
170,3.9599997997283936,4.160342216491699
171,4.270000457763672,4.819293022155762
172,3.569999933242798,4.152068138122559
173,3.940000057220459,4.380631446838379
174,4.070000648498535,4.334406852722168
175,3.2899999618530273,3.806859254837036
176,5.180000305175781,4.150052070617676
177,5.4900007247924805,4.351099014282227
178,4.159999847412109,4.108454704284668
179,4.9800004959106445,4.268383502960205
180,5.079999923706055,4.699174880981445
181,3.1200003623962402,4.384601593017578
182,5.0,4.022594451904297
183,4.989999771118164,3.939619541168213
184,3.7200000286102295,3.7667646408081055
185,4.519999980926514,3.8972737789154053
186,3.569999933242798,3.9298834800720215
187,4.070000648498535,3.9912428855895996
188,7.0199995040893555,4.953521728515625
189,13.75999927520752,5.312494277954102
190,14.770000457763672,5.832566261291504
191,7.039999961853027,4.228616714477539
192,5.340000152587891,4.871285438537598
193,3.1599998474121094,4.963218688964844
194,6.329999923706055,4.2644267082214355
195,3.890000104904175,4.241515159606934
196,4.7400007247924805,4.144094944000244
197,3.4700000286102295,4.099604606628418
198,4.909999847412109,4.1942219734191895
199,4.850000381469727,4.172183036804199
200,3.43999981880188,4.212784767150879
201,3.080000162124634,4.161523342132568
202,4.25,3.8370471000671387
203,4.529999732971191,4.172799110412598
204,3.640000343322754,4.589028358459473
205,2.9900002479553223,4.48982572555542
206,4.480000019073486,4.406369209289551
207,5.030000686645508,3.8594658374786377
208,3.819999933242798,4.59013557434082
209,3.6500003337860107,4.343616485595703
