,Change,Unnamed: 0,Hour,Day,Month,Year,Mean,Delta1,Delta3,AQI,PM10,PM2.5,CO,NO2,O3,SO2,prec,lrad,shum,pres,temp,wind,srad
7156,0.02546559819440983,7156,1,31,10,2018,47.97083333333334,1.65833333333336,4.975000000000024,60.0,81.0,72.0166666666667,0.7473684210526316,75.0,6.0,15.0,50.0,749.3125,0.025000003387000414,268208.0,275.94100006103514,60.00467599487305,710.5
7157,0.024830680693808616,7157,2,31,10,2018,49.62916666666668,1.6583333333333032,4.974999999999994,69.0,77.0,73.675,0.7526315789473684,70.0,1.0,16.0,50.0,749.3125,0.025000003387000414,268208.0,275.94100006103514,60.00467599487305,710.5
7158,0.024226774590282118,7158,3,31,10,2018,51.28750000000001,1.6583333333333456,4.9750000000000085,75.0,83.0,75.33333333333334,0.7578947368421053,76.0,1.0,16.0,50.0,755.5,0.02500000303900056,267960.0,276.02019989013667,60.00223599243164,804.9375
7159,0.023651653433899893,7159,4,31,10,2018,52.94583333333333,1.6583333333333314,4.97499999999998,75.0,89.0,76.99166666666667,0.7631578947368421,73.0,1.0,16.0,50.0,755.5,0.02500000303900056,267960.0,276.02019989013667,60.00223599243164,804.9375
7160,0.023103299709656366,7160,5,31,10,2018,54.60416666666668,1.6583333333333314,4.9750000000000085,67.0,74.0,78.65,0.768421052631579,70.0,6.0,18.0,50.0,755.5,0.02500000303900056,267960.0,276.02019989013667,60.00223599243164,804.9375
7161,0.022579880802401624,7161,6,31,10,2018,56.26250000000002,1.6583333333333314,4.974999999999994,67.0,74.0,80.30833333333334,0.7736842105263158,73.0,1.0,18.0,50.0,755.125,0.025000002832001083,267504.0,276.04329986572264,60.00235599517822,794.25
7162,0.022079728216643547,7162,7,31,10,2018,57.92083333333333,1.6583333333333314,4.974999999999994,76.0,92.0,81.96666666666667,0.7789473684210526,67.0,1.0,8.0,50.0,755.125,0.025000002832001083,267504.0,276.04329986572264,60.00235599517822,794.25
7163,0.02160131954658539,7163,8,31,10,2018,59.57916666666666,1.6583333333333314,4.974999999999994,62.0,82.0,83.625,0.7842105263157895,64.0,5.0,12.0,50.0,755.125,0.025000002832001083,267504.0,276.04329986572264,60.00235599517822,794.25
7164,0.021143262779533982,7164,9,31,10,2018,61.2375,1.6583333333333314,4.974999999999994,46.0,52.0,85.28333333333333,0.7894736842105263,48.0,9.0,13.0,50.0,755.875,0.025000003250001,267452.0,276.0122998046875,60.00194399261475,694.75
7165,0.02070428258672158,7165,10,31,10,2018,62.89583333333334,1.6583333333333456,4.9750000000000085,44.0,38.0,86.94166666666668,0.7947368421052632,43.0,16.0,7.0,50.0,755.875,0.025000003250001,267452.0,276.0122998046875,60.00194399261475,694.75
7166,0.02028320831316479,7166,11,31,10,2018,64.55416666666666,1.6583333333333456,4.975000000000024,44.0,44.0,88.60000000000002,0.8,45.0,24.0,10.0,50.0,755.875,0.025000003250001,267452.0,276.0122998046875,60.00194399261475,694.75
