AQI,PM10,PM2.5,CO,NO2,O3,SO2,prec,lrad,shum,pres,temp,wind,srad,Change,Hour,Day,Month,Delta1,Delta3,Mean
121.82202260528351,83.10461182528776,92.2157751808044,0.8748943349741874,82.16691698575012,5.8075830654800304,1.9978046327518575,49.9987045164492,798.7250385257539,0.0999646725056014,263060.8297906919,276.21615950288617,60.007504923199576,842.1888555823111,0.1,8,15,7,3.0,0.1,60.6
138.4599024310713,78.23818908388148,105.33061688456877,1.0432884297306595,71.214129017597,33.0952586779036,2.0175166524480552,49.99786717023763,799.1508602911358,0.09990754654605327,262927.3225288571,276.2144720485469,60.00878555796264,764.6825989388983,0.1,9,15,7,16.0,15.0,61.76666666666666
130.36972364036302,73.91243535860053,99.49795373182016,1.0417140763161594,46.95072522480197,90.30273263472708,1.985349610421814,49.99946690180779,799.2001913220503,0.10059976420732612,262867.392633963,276.21450344093523,60.00794859825638,757.5337649637894,0.1,10,15,7,0.1,15.0,62.93333333333333
105.711572166227,71.13275105533414,79.19349654766388,0.8622017758312408,32.58938497494147,137.12203236447672,1.9990593948139428,49.99991034850186,798.2497487477646,0.10062412067625603,262870.3397284404,276.2078073991526,60.00635192302742,749.8462160692978,0.1,11,15,7,0.1,0.1,63.3
87.599808924789,66.92568854380568,64.49460202960944,0.7574805028789822,36.02762568592875,152.93340508144902,2.009060512997848,50.000648353094114,796.7612877065745,0.09995226789476892,262858.86323084467,276.1974402608492,60.00388105747992,689.4016502671633,0.1,12,15,7,0.1,0.1,63.16666666666666
73.47415440565352,60.78147392615778,54.551267912371216,0.7158032332927288,40.47889624317775,157.32163126387007,1.9936967302661843,49.99906259041733,796.3630047355953,0.10112942825645974,262875.9070075245,276.1942712200474,60.002471760136174,687.1767768711993,0.1,13,15,7,0.1,0.1,63.06666666666667
68.10356922332721,57.53896324762599,48.768724024314594,0.698894185275397,40.963257535053955,166.91523619770658,2.0009469339197894,50.00032700609648,796.1955938490262,0.0997309492839038,262933.9451741827,276.190053759159,60.00239879794303,685.7170313357507,0.1,14,15,7,0.1,0.1,62.96666666666667
68.54010168290543,57.58639767768894,46.3081593724296,0.7112377168929614,41.132391214190534,171.136466933837,1.99935486775601,50.0009279045857,795.5391119313174,0.10101435574484433,263014.3243861781,276.1837969935635,60.00339464542513,684.7110935935602,0.1,15,15,7,0.1,0.1,63.03333333333333
58.09910935375782,51.294871414260385,41.38290677506603,0.6792873454215405,40.74350721508553,153.05379292426753,2.0002560334826653,50.000592218763714,795.5780840000688,0.09972744141892433,263041.5864724377,276.18366693261225,60.003494866325426,686.3097585956499,0.1,16,15,7,0.1,0.1,62.86666666666667
45.935488823269424,47.18135487612935,33.60458505024102,0.6044004524963306,38.47826041239822,127.40459753290932,2.000563108377266,50.000695387032,795.428778508046,0.10081877021205143,263009.8617957469,276.18237302668314,60.00339682393828,679.9125708782241,0.1,17,15,7,0.1,0.1,62.33333333333334
57.8001125250429,70.84092258420395,33.50259603174895,0.6323018739744366,41.35721051384697,119.13423334240588,2.0016814995952443,49.99963635793856,794.8655901906337,0.10014441079431563,262959.89288245194,276.1713755331116,60.00327825274018,689.140610004009,0.1,18,15,7,0.1,0.1,61.9
79.47862864682148,104.43374420662165,43.48195958411597,0.7361573268840866,44.81079671377773,128.72069072771785,1.9932610407435631,50.00173993310924,795.0019908472818,0.09983172698039268,262919.2157443559,276.16988321878176,60.00320020293472,686.0699778314872,0.1,19,15,7,12.0,3.0,61.2
78.08212251470538,93.62294773282156,51.84254539026208,0.7639638667420808,42.662159984493016,131.52199596751998,2.0085101614830334,50.001764615779045,793.2350618704578,0.0997352673461882,262911.82059179165,276.1608801384572,60.00330650888545,680.3952861193891,0.1,20,15,7,6.0,18.0,61.3
67.27908619793266,76.2762412438618,51.482053132642896,0.7729691700042562,42.498966725874375,117.48807943548174,1.9976887814447253,50.003379953917154,789.2504158037277,0.09942597579090287,262934.0969791529,276.1371447793021,60.002043455106815,688.0220799367772,0.1,21,15,7,0.1,17.0,61.23333333333333
66.33146393560989,80.07655641648371,48.73190908422224,0.7846065752272672,45.877850946134956,101.92649864503142,1.9941923987265655,50.003378610698995,786.9255530883357,0.09894877536550116,262964.03925122344,276.12973745549857,60.00141160825153,685.0422527010802,0.1,22,15,7,2.0,7.0,61.1
70.7564098993579,89.548989431829,49.00655708150665,0.7227327634974633,44.816065134491225,92.93263935237385,2.005277675039614,50.00414168487843,788.3925074890448,0.09979102470469084,262985.9257460089,276.131160908367,60.002252933842975,687.7793836346037,0.1,23,15,7,0.1,0.1,60.66666666666666
70.2959626187138,89.88602446043186,48.27947550497516,0.6128604126220658,41.8022213820908,79.71023243552736,2.0036527727434583,50.01007118917926,793.0519825303038,0.09918849446737983,262992.5887216978,276.1385184663347,60.00382055207971,717.7197507211238,0.1,0,16,7,0.1,0.1,60.5
67.06936540348259,81.30658838296631,46.5882910205281,0.6307549730730798,43.96260897957354,58.784813180084925,1.9932373597354205,50.010798752911384,794.2620181146077,0.09978909454797373,263017.27110260865,276.13320375353993,60.0038250254641,714.8605071257965,0.1,1,16,7,7.0,1.0,60.73333333333333
77.25373560982206,83.0700750989284,56.64654255782065,0.8073134077081893,46.01321259073328,46.88798400600922,1.9970559960253167,50.01059571923904,794.2198664309311,0.09982698760299727,262993.48453695467,276.1321120659594,60.00351732723943,714.1921257560216,0.1,2,16,7,0.1,3.0,60.86666666666667
91.66710410079769,93.3194696355381,69.81115825611892,0.900176820347204,36.53811658933382,55.30636465030746,2.0156008855134298,50.00170816296289,796.5176828560208,0.10021508745198593,262909.8338760241,276.154945309935,60.00384536020954,746.1290121318234,0.10238071726675528,3,16,7,22.0,26.0,61.96666666666667
70.83769002541086,73.93260416068746,49.331536780621576,0.6592207403211121,19.709101536210188,71.65363673905092,1.988647236337294,50.00152288516391,796.7407299223918,0.10003843113529053,262898.4871331562,276.15495216504,60.003029173781115,747.0353873629778,0.1,4,16,7,0.1,0.1,62.5
28.382798585831647,34.56805069413065,9.278931152913787,0.3863617721300109,14.487954002192447,73.54872277378169,1.9886028155012156,50.00243533602779,797.0926190045877,0.09868486860941222,262910.51284842985,276.1541289458484,60.00328252395236,746.9213246920677,0.1,5,16,7,0.1,0.1,61.1
