AQI,PM10,PM2.5,CO,NO2,O3,SO2,prec,lrad,shum,pres,temp,wind,srad,Change,Hour,Day,Month,Delta1,Delta3,Mean
206.47181912862442,195.53760859221265,169.47346129194153,2.1789650300203625,77.21144908420338,41.89647030841796,12.737320148299208,50.001340768001874,740.7208333582521,0.10090904468516372,265591.9998433208,275.887520958646,60.00210020142024,680.6072671929328,0.1,20,20,3,0.1,0.1,183.46491228070167
205.4241818614832,194.51630744946877,168.50887023394944,2.1737466444369766,77.18075166307507,42.03651942692165,12.755213606492193,50.001637463664686,740.2423981629024,0.09939253049416984,265591.9997145009,275.8755231174603,60.002234633615295,687.7870128450377,0.1,21,20,3,0.1,0.1,182.5
204.3777052394926,193.49510900787013,167.5442398813905,2.168136484882834,77.14922173169765,42.17524380482581,12.772833012183563,50.000793029090026,739.4017110390489,0.09961959713358354,265592.00008000905,275.8743255933143,60.00151055745308,685.8966654479043,0.1,22,20,3,0.1,0.1,181.53508771929825
203.32943615374973,192.4743400586699,166.57954107743078,2.1623018097496614,77.11812950938413,42.313807912560506,12.789108991038175,49.998959169678656,740.9644821034213,0.10033141526867057,265591.9996994235,275.87461170459306,60.00150541209957,690.1594575297089,0.1,23,20,3,0.1,0.1,180.57017543859646
202.2806156891508,191.45399387479802,165.61373664786825,2.157079808730217,77.08758629334834,42.45425972224274,12.805748161610605,49.99987988918992,746.1946671043538,0.10019370781153726,265591.9998425564,275.8994976992533,60.002387309653244,742.5696536545212,0.1,0,21,3,0.1,0.1,179.60526315789463
201.2323526522456,190.432702071325,164.64815443421568,2.153238962299354,77.05694155546466,42.59612428382616,12.82435846381733,50.0008460374209,747.3708438887669,0.1007512782847237,265592.00080837193,275.8999738159115,60.00324589020956,737.7145685245183,0.1,1,21,3,0.1,0.1,178.640350877193
200.18426399846192,189.4107980419201,163.6833275665433,2.1490355807849624,77.02576108758389,42.73706621482554,12.842401576149859,50.00085457125957,748.1672009450535,0.10045887513835257,265592.00042667123,275.9031160706266,60.004507353786224,739.4365849861236,0.1,2,21,3,0.1,0.1,177.67543859649123
199.136066344582,188.38946577968932,162.7199114632549,2.1420647712549856,76.9952649015503,42.87642634779879,12.859388531426795,49.998958366852385,752.5433139611263,0.10049576888437924,265592.0004678469,275.9500968750936,60.00713717686239,808.931385279022,0.1,3,21,3,0.1,0.1,176.71052631578945
198.0878857579308,187.36844155535863,161.75537202819692,2.134894715707416,76.96547960167105,43.01567818836745,12.877014315069726,49.99878089366258,753.7127028689157,0.10021510388802962,265592.0012123425,275.9526088747673,60.00755724028753,814.1049533337126,0.1,4,21,3,0.1,0.1,175.7456140350877
197.03877706596103,186.34672728888734,160.78976814446028,2.1303281980267594,76.9349779985643,43.15691826484873,12.895934439432015,49.999044741065426,752.9243487160512,0.10118056019465534,265591.9998716513,275.953728541072,60.00680697396592,815.8960028247499,0.1,5,21,3,0.1,0.1,174.78070175438597
195.99067015034709,185.3247933241096,159.8251944321765,2.1250636569536407,76.90389834512695,43.29944501617839,12.913437581121164,49.99919150292042,752.5076625809739,0.099946111255502,265591.9991501319,275.98717634521813,60.009243621087066,824.1991153129643,0.1,6,21,3,0.1,0.1,173.81578947368425
194.94388280565582,184.303415102957,158.8605872802866,2.1183589847217568,76.87292245874751,43.440693969608404,12.92938295661656,49.998381309172686,751.7984672276642,0.10115080793390503,265592.00083114114,275.98913194715647,60.01140593890048,832.0200857025853,0.1,7,21,3,0.1,0.1,172.85087719298244
193.89565445136463,183.2822116863505,157.8954095509305,2.1138984982579005,76.84215067091625,43.57982422178158,12.945768705992155,49.99866092494742,752.6725583949474,0.10162024353777399,265592.00053749536,275.98826188166043,60.00973842659853,821.2424279334668,0.1,8,21,3,0.1,0.1,171.88596491228066
192.84568002341942,182.26114095185912,156.9298015040438,2.1103308534411616,76.81131462880678,43.71829400537153,12.964031597676835,49.99952703656327,754.7550314019849,0.09954473980621546,265591.9999903333,275.9900675063752,60.00596634159174,733.6309422303704,0.1,9,21,3,0.1,0.1,170.9210526315789
191.79742929594917,181.23987550861932,155.96496143961681,2.1041370939447868,76.78099778608858,43.858968220109894,12.98290658015785,50.0002890223392,756.0029169844536,0.10064288566251403,265592.0010735032,275.9915607257306,60.00568413641327,723.1269772262241,0.1,10,21,3,0.1,0.1,169.95614035087718
190.750692082631,180.217749939331,154.99992982274725,2.0981524510241867,76.75094136363622,44.00092780644589,13.000091742011032,50.000053814268256,755.3664913698018,0.09977297144837467,265591.5285174279,275.9925153423419,60.005927836403245,727.0659736765439,0.1,11,21,3,0.1,0.1,168.9912280701754
189.70286051291282,179.19662348608063,154.0340602677519,2.0945580423876144,76.71989181127026,44.14080778298421,13.016311067048088,49.999543481585214,753.0318593670171,0.10057952494573197,265594.7785288054,275.96582416304614,60.00356084684286,678.349788633749,0.1,12,21,3,0.1,0.1,168.0263157894737
188.65366635956502,178.1760198173544,153.0699439573973,2.0903722528795208,76.68825818265847,44.27978736967,13.032705355295176,49.99947949430935,752.8695334844944,0.1002019746921969,265590.54376728693,275.96258330232,60.00328944631094,678.4347202961893,0.1,13,21,3,0.1,0.1,167.06140350877192
187.6048501093661,177.1536025078373,152.1061949263201,2.0843822988131158,76.65764182846164,44.420235298341424,13.050221398492226,49.99979348816753,753.2469793531988,0.10025138568237972,265586.3207744935,275.9670557979932,60.00412245542281,686.681639679481,0.1,14,21,3,0.1,0.1,166.09649122807016
186.55674955976826,176.13116163092928,151.14051895706473,2.0792626013545967,76.62722996684977,44.5612530718257,13.069600116977806,50.00004845490573,751.8040942480693,0.0999473314064384,265594.5439489469,275.94065187369927,60.003844789071046,687.1844059103344,0.1,15,21,3,0.1,0.1,165.1315789473684
185.5093201141483,175.11137990528127,150.17448038333626,2.074522063690252,76.59600906370012,44.70122213066357,13.088799453261005,49.99993067621174,752.108599779945,0.10032733260878496,265596.9224567504,275.945398500821,60.00100796436228,689.5883504404679,0.1,16,21,3,0.1,0.1,164.16666666666669
184.46184197956933,174.09069621109052,149.21026094105991,2.0679642875218485,76.56537984317698,44.841029593947106,13.105244010956053,50.00004519486611,752.2864877022183,0.10103809460620204,265596.39453393826,275.9503049001624,60.00102250363932,684.1198991656306,0.1,17,21,3,0.1,0.1,163.2017543859649
183.41284781626118,173.0677173152034,148.24590408910768,2.0622442664824665,76.53578757703548,44.9821720087795,13.121350582654586,49.999669477514544,750.4341787130129,0.09995396750328643,265585.1768201448,275.92853076409824,60.00351552541992,680.9507055316421,0.1,18,21,3,0.1,0.1,162.2368421052632
182.36306259562647,172.0462103953754,147.28053642004056,2.0586601074033357,76.50546244463374,45.12257786430293,13.139784624655269,49.99993777800092,750.5794856797943,0.10068130620023642,265580.4101738215,275.93418664675863,60.004741976227166,685.9091240331062,0.1,19,21,3,0.1,0.1,161.2719298245614
181.31456605314438,171.0263376489924,146.3158888469006,2.0527367423273253,76.4743590673087,45.26133005250034,13.158111332330641,50.00047022460647,750.609140340855,0.1004706043274851,265602.5663010032,275.9294659384481,60.00320703568193,684.3069784804533,0.1,20,21,3,0.1,0.1,160.30701754385964
180.26689211865892,170.0050742438527,145.35208269435668,2.0451713168957393,76.44261105551377,45.401687326254084,13.174974038581952,50.00132360617855,748.9545354773379,0.09935122890204144,265602.35447109136,275.9118253903742,59.9997927752288,688.3728961858905,0.1,21,21,3,0.1,0.1,159.3421052631579
179.21884866099717,168.98249681383737,144.38676477054943,2.0401097631036396,76.41150493580145,45.54422204882233,13.192819080914884,50.00086700972503,748.5616774590703,0.10027128147825247,265589.2687460276,275.9110773252259,59.99923799246232,682.2025431357564,0.1,22,21,3,0.1,0.1,158.37719298245614
178.171259265425,167.96093671425504,143.41961800919782,2.0361324603165043,76.38117064524184,45.68482255978832,13.211430746601241,50.00012679048165,748.4195690185652,0.0994678204540424,265580.6302444005,275.91183064659083,60.000467925122884,685.2620270917341,0.1,23,21,3,0.1,0.1,157.41228070175438
177.12364964827358,166.94011840735902,142.4547960574029,2.0310497086113553,76.35088905740129,45.82396819893482,13.22841858560843,49.99958097009243,748.4302786292524,0.10063083693572626,265577.3584419367,275.9373537180711,60.00167234728973,751.8111094029123,0.1,0,22,3,0.1,0.1,156.44736842105263
176.07500571333438,165.91841649792508,141.49186215431138,2.0259743186478403,76.32023188056931,45.965061323216105,13.244857758143365,50.00006317113017,747.9495137352138,0.10020571331293128,265615.95569693897,275.9401719479659,60.00074883904377,748.7941605846195,0.1,1,22,3,0.1,0.1,155.48245614035088
175.02640784521026,164.89631226501086,140.5269853902817,2.021024032326649,76.28914274917489,46.106332339179204,13.262661705494494,49.999735509775974,748.5486956774049,0.10016294487683623,265609.2098230698,275.947243138995,60.00118731432615,756.6866986438895,0.1,2,22,3,0.1,0.1,154.5175438596491
173.97840514740346,163.8752381468586,139.56114307180852,2.0151378342211186,76.25819956057607,46.24615300354304,13.281048480830831,50.000061423699435,751.9525657034883,0.1001058762411549,265561.17284122616,276.00499295425936,60.00306059570104,849.0691876600272,0.1,3,22,3,0.1,0.1,153.55263157894734
172.9298331635672,162.85449098723757,138.59704507272136,2.009958713597117,76.2275004800417,46.385867225776366,13.29839552127216,50.00000099203558,752.3320573157556,0.10055618698838886,265608.215129246,276.0070731338797,60.003844239142786,860.2175743779288,0.1,4,22,3,0.1,0.1,152.5877192982456
