AQI,PM10,PM2.5,CO,NO2,O3,SO2,prec,lrad,shum,pres,temp,wind,srad,Change,Hour,Day,Month,Delta1,Delta3,Mean
56.09811395385705,62.99246809303549,30.910998271057128,0.7714828115507677,36.46422979629032,24.503285289001816,3.979443815525868,49.999752220976774,732.9169332805803,0.09960303564337854,262991.99905368115,275.80321157228144,60.002226587170505,699.3693240386673,31.0,0,1,1,31.0,31.0,31.0
43.364300048195794,42.53932108870652,25.456168971215448,0.7674114233526049,25.975940256642577,31.410044313580414,2.9153428725708075,49.999499663437355,732.8045825194972,0.09979745225831647,262991.9999879445,275.8015034600404,60.001772507190644,689.3005341223201,28.5,1,1,1,0.1,26.0,28.5
23.4110782038982,23.35057925910312,16.881479714785307,0.6031736375809968,19.91933487021003,44.498411145091254,2.2085875891286384,50.000272747950646,732.7610892269465,0.09876238897107896,262992.0002907109,275.8085555022426,60.001562955555016,697.7821826944497,24.33333333333333,2,1,1,0.1,16.0,24.33333333333333
23.983876704389218,24.742741704381622,6.838760536953997,0.3925419567894544,19.909731923989238,49.530816080675905,1.9108290351362995,49.9995672344969,735.2196996814907,0.0989311817007677,262991.9997437006,275.8696773311576,60.004081601211865,771.4592952864255,20.0,3,1,1,0.1,0.1,20.0
34.31486025876551,33.736405745889236,1.6935640681400048,0.44406692757238375,17.207518142239962,46.550747204817455,1.6437824810043105,50.00028537773126,735.2821927063701,0.09943537710896344,262991.9988717759,275.87247520826384,60.0052095630544,784.6569533565057,16.6,4,1,1,0.1,0.1,16.6
23.476856151396266,23.34363022632543,5.486264673173998,0.5113245407636324,16.367034352408506,45.19428309479766,2.9680335768131854,50.00052491491154,735.370422961361,0.09822972536254597,262991.9993159669,275.8709645782099,60.00387906013864,781.5485421201804,14.333333333333336,5,1,1,0.1,0.1,14.333333333333336
18.586570379820053,18.105073787262203,10.764691355158556,0.5178477379279643,19.341077742187462,44.04592007653565,3.64265466849225,50.000619708928994,737.423910368473,0.09958385722039216,262991.9998364973,275.898649721382,60.002981164996406,770.1484173774996,14.142857142857142,6,1,1,10.0,6.0,14.142857142857142
24.254951865642727,24.13570405126514,15.567835683521093,0.6853726108737981,23.898779170122584,38.978602082630786,5.194900135985486,50.00129958487082,737.340729974017,0.09967416811380668,262991.99966204714,275.90384788348024,60.00295834120366,771.1039183623003,14.25,7,1,1,2.0,12.0,14.25
35.028364146087476,34.28103362133975,21.31174367810567,0.8911842854082602,32.91629695761641,30.69775031466084,10.448355220274607,50.000145050400896,737.7105562620201,0.09890040682959772,262991.99999985204,275.90277231147843,60.00313977298565,759.4413998369447,14.888888888888891,8,1,1,5.0,17.0,14.888888888888893
46.07284635838708,47.31492258529132,22.916156562980188,0.9401897027925294,41.13541558772876,25.558794558728625,13.866206376716812,50.000993944526776,738.733056235026,0.1004963891733833,262991.999710845,275.8873617830359,60.003515943511324,694.5998277277007,15.9,9,1,1,5.0,12.0,15.9
53.73718847629088,57.89569153676773,24.571850747567872,1.042603917340437,44.10628868487481,25.658664243903054,13.477194320765197,49.99967407407346,739.1104875900603,0.09832032217356056,262991.9989087027,275.8835304731608,60.00379490077725,686.2030806505057,0.3689064430193462,10,1,1,0.1,8.0,16.545454545454547
59.716688231125936,66.54812000211379,38.02419536117983,1.3447392159353126,50.25277554502435,24.72751507822217,13.512595579575008,49.99936026832986,738.5960358068647,0.10045278067371048,262991.9991146309,275.8810436561329,60.00263110105743,692.0826790423415,0.45337631933284106,11,1,1,16.0,19.0,18.416666666666668
70.58405891694403,77.62652293173319,53.60013048784271,1.5995022350895256,65.68567536290352,18.66691706397735,15.39205106372619,49.99940577340563,736.2170901188637,0.09896177197363888,262992.0000657639,275.8465403409684,59.999943750926846,678.6823618166433,0.4563892701501397,12,1,1,13.0,27.0,21.0
73.6083580725272,77.37856200677713,52.97514097255248,1.4422398234928997,70.38768982737041,18.759058331465525,14.669349329633258,49.999332987291105,735.862400040711,0.10038271514020784,262992.0000859353,275.8440542992024,59.99995116830783,681.3492759131705,0.3997285612937787,13,1,1,4.0,33.0,23.5
54.40359840726474,56.231156598247786,36.20819848728304,0.9778226514397002,51.098803004064465,32.10231886037047,9.262849917695528,50.00054587775035,736.4258959017868,0.10016407899630277,262991.9999676369,275.8489276264547,60.00169701338157,684.3325131154998,0.2427806396502048,14,1,1,0.1,0.1,24.13333333333333
33.061033155765955,32.607809743606055,19.00478643900148,0.5533468792379624,29.90376521760841,47.88303389833595,3.8608334087532,49.99903982753342,735.0303979588476,0.10006412743956848,262992.0005866701,275.826700159624,60.00174984149912,689.9139979107151,0.1,15,1,1,0.1,0.1,23.875
22.94317270698871,23.489257436079694,10.317937398730187,0.38572363322924413,24.581979540820228,54.38707018067018,1.9679004369060653,50.00020808143793,735.4260504756203,0.100705459756861,262992.00100472034,275.83276493546964,60.001497231867205,686.7942659832244,0.1,16,1,1,0.1,0.1,23.235294117647058
25.785379552737197,24.99954511347309,11.516735972016173,0.5534099543439538,24.44145201231611,51.803838999248505,2.173430517663202,49.99921705806286,735.2482834863202,0.09979456987460378,262991.99989759875,275.82963983051053,60.0016628399582,682.0837452616553,0.1,17,1,1,0.1,0.1,22.277777777777786
31.372969996071888,29.912776345711144,19.326928591845817,0.8434963717778502,24.33959627155259,42.44969309280444,3.7544170845088094,50.00053420045887,733.2358613815492,0.10146094996796054,262991.9985789653,275.80395512413344,60.00187047938572,681.6415397557662,0.4126101197879854,18,1,1,19.0,5.0,22.421052631578952
