AQI,PM10,PM2.5,CO,NO2,O3,SO2,prec,lrad,shum,pres,temp,wind,srad,Change,Hour,Day,Month,Delta1,Delta3,Mean
77.1791867909114,66.1085163417776,56.567657579325065,0.6844325316096385,55.73093138153094,10.46333624422784,6.976801408342672,49.99892442470773,733.450832384816,0.10007006551084002,260803.9994040356,275.78339762137,60.00304459559264,698.9352725172454,57.0,0,1,1,57.0,57.0,57.0
79.2799037362133,67.17842884513229,58.186580341953565,0.7098762220106148,44.30193097651017,18.938164443170407,6.910954048730193,49.99989874071886,733.2840880359711,0.10032963939048628,260804.00070907047,275.781151392217,60.00161063133607,690.0348579286563,57.5,1,1,1,1.0,58.0,57.5
70.52986360433647,71.60719053891755,50.981816925191715,0.7052320778839581,28.649174282074494,27.357375497887922,6.260961123775874,50.000069836230146,733.5825488478232,0.09818150546676788,260804.00053002726,275.7886618081939,60.00218631561902,697.8720012275827,55.0,2,1,1,0.1,50.0,55.0
64.72005484993329,68.95022904149221,46.60041144597063,0.6898173542778453,22.402082162595228,28.825145054488267,5.69658804945976,50.00073912553398,737.1200695572854,0.10038004836247827,260803.9995422589,275.855940034142,60.00414037828361,764.4784655836495,53.5,3,1,1,0.1,0.1,53.5
69.21810856376156,70.03261153446618,50.56354959405204,0.6896558296178129,26.590234097226766,24.822567690892374,6.190013434365577,50.00006346018549,737.4417826212822,0.0988833386103508,260803.999255298,275.86037239825424,60.0031256935706,776.3664258141264,52.4,4,1,1,0.1,0.1,52.4
67.88504309530657,68.04614911200244,49.15537038086439,0.6344359461656939,27.636722539669424,24.0609343512563,6.92451332459946,49.998794339139565,737.5164777328117,0.09951011730179153,260803.99862279036,275.8597826019791,60.00364486876194,773.4453673962216,52.0,5,1,1,2.0,0.1,52.0
54.962047856716566,53.88596546245619,38.77170522167849,0.5596827356384707,21.99235176916341,25.632252406254025,6.0893624725274185,49.998792472999256,739.6353560316685,0.09957204483575698,260803.9991746605,275.8913020944156,60.005527270786715,761.9917321579517,50.28571428571429,6,1,1,0.1,0.1,50.28571428571429
54.95737780668732,51.50708155253069,39.29580035805497,0.6108716817746663,26.15741028806721,20.74963028435889,5.8202064899736525,49.99978235235242,739.5585268227086,0.09996869103798796,260804.0007622984,275.89362098297653,60.00445911709907,762.6254606579619,48.75,7,1,1,0.1,0.1,48.75
61.11707150009081,58.983120358352,43.899657629518586,0.6404998933724818,37.06335312339841,15.05933709107519,6.136138936612563,50.0006388775721,739.6966572744374,0.09890581657433407,260804.00134577317,275.8892796889814,60.0036541180307,752.4001793733371,48.111111111111114,8,1,1,5.0,0.1,48.111111111111114
51.725244128227864,56.1410726780291,35.31506188755454,0.5316708424500564,34.77933685772008,20.78272341810986,5.044643702069648,50.00000392821465,740.4389703407222,0.09996192142411467,260804.00040282015,275.8744069838624,60.005075997204706,693.4241909554225,47.1,9,1,1,0.1,0.1,47.1
53.117199593473,56.15794307212588,36.27737724059642,0.6511734651502891,28.90227120795083,27.677183990812768,4.974010061218867,49.99905888431015,740.4473411302597,0.10003761966243846,260804.00004190448,275.8686446086994,60.00617481054689,686.1373077894817,0.1,10,1,1,0.1,0.1,46.0
83.3389695673952,78.12390604149431,60.92874493375489,1.089267244259415,38.61898204838728,24.994391706613218,8.510543097277003,49.999266338527754,739.8870322748645,0.09968257723603813,260803.9999642295,275.8690299209599,60.004300606703,691.6323923104878,0.1,11,1,1,23.0,15.0,47.0
92.86669001692475,87.27940007996891,68.81698788202061,1.2840716703719832,47.35355239585786,25.79585985789299,11.261625323495743,50.00017836963245,737.7475445850089,0.10032597424936952,260803.9995880737,275.83924971881385,60.00211709258238,679.1977326669465,0.1309717294360679,12,1,1,17.0,37.0,49.153846153846146
