AQI,PM10,PM2.5,CO,NO2,O3,SO2,prec,lrad,shum,pres,temp,wind,srad,Change,Hour,Day,Month,Delta1,Delta3,Mean
107.019026395433,163.62323306072474,66.45511650980644,1.6605925652542075,93.62519979818548,1.9841585078532191,19.727737539598355,49.99978836600874,734.8880128729762,0.09957616680758008,265214.6382355281,275.82633486100224,60.003461309036226,699.5720508640748,62.0,0,1,1,62.0,62.0,62.0
102.28940029338301,150.55701029805462,70.43221135216778,1.7231262478745428,95.65433291321706,1.9018784685116128,16.967790139507233,50.000359848610344,735.0394302439578,0.09937555230676592,265214.63884142746,275.82460638610985,60.00288934263112,689.5450638012356,69.0,1,1,1,14.0,76.0,69.0
82.87356002744917,114.58689780118726,44.80506268650768,1.244610670581324,79.08477517487242,2.1880217637664034,10.663558506796326,49.9996210735461,735.1874225341644,0.09842087514117864,265214.63954502274,275.8345083464323,60.00406373675399,698.3457362130025,60.0,2,1,1,0.1,42.0,60.0
63.4814083440298,77.83836987362774,29.74078017675947,0.9977038712407464,71.40947836254553,1.9305217576849267,7.799706804020407,49.99973569631221,736.8473157317543,0.10042524342495862,265214.64096928266,275.8867916524303,60.0064126952414,772.5765215652257,52.25,3,1,1,0.1,0.1,52.25
58.84779944569035,66.69409273601049,28.723881061408743,0.9800268631654829,71.12313295141401,1.7941318090565102,7.069256894383543,50.00031283297389,737.0262059812097,0.10032797673190633,265214.6400348671,275.8912300746822,60.006137319890115,785.9566919648595,48.0,4,1,1,2.0,0.1,48.0
57.49005681698015,62.979758592542886,23.645336926520173,0.8262706077625139,66.59078584771424,2.3785901117304533,5.8919896695262715,50.00013904998685,737.2261161656023,0.10009167795349663,265214.6402683562,275.887659584546,60.00489692954664,782.5999727762427,43.66666666666666,5,1,1,0.1,0.1,43.66666666666666
49.304501634744575,50.74520807101387,15.802316819474894,0.6776296404642875,60.56411363275317,2.7506346225196467,5.029739818914272,50.00067900692718,738.9791402643112,0.09961820820370812,265214.6416931507,275.9085912440832,60.00400422758298,770.0279697225905,39.714285714285715,6,1,1,0.1,0.1,39.714285714285715
41.09833785685912,40.03152410909843,13.259811791111995,0.7088854105368974,60.638307567779606,2.9352839564034205,5.219647091139201,50.0001307844956,738.9325089510733,0.09959458125729727,265214.64179861324,275.91311010415143,60.004034121694886,770.731149357715,36.5,7,1,1,0.1,0.1,36.5
37.78028957842048,37.7438368901173,12.718078994819288,0.7206123678088702,61.386725682231045,4.199318559223464,5.600787965033529,50.001011081248706,739.0660985608612,0.09938024760576912,265214.64135079534,275.9091132849133,60.0033952942583,759.2360960936082,33.77777777777778,8,1,1,0.1,0.1,33.77777777777778
35.36255604111341,36.12681541446029,10.885450848513882,0.6519353049550565,56.97927858028375,8.085677344641205,6.307584576607624,49.999793818544084,740.2435679438559,0.1006461474474969,265214.640532284,275.8987890457359,60.0027450998483,694.3783787110181,31.5,9,1,1,0.1,0.1,31.5
