,year,month,day,A3 [AQ],AGRN [AQ],ARM6 [AQ],BAAR [AQ],BALM [AQ],BATH [AQ],BEX [AQ],BHA4 [AQ],BIR1 [AQ],BIR2 [AQ],BIRM [AQ],BIRR [AQ],BIRT [AQ],BMLD [AQ],BOT [AQ],BR11 [AQ],BRI [AQ],BRIS [AQ],BRN [AQ],BRS [AQ],BRS2 [AQ],BRS8 [AQ],BRT3 [AQ],BURW [AQ],BURY [AQ],BUSH [AQ],BY1 [AQ],BY2 [AQ],CA1 [AQ],CAMB [AQ],CAN [AQ],CAR [AQ],CAR2 [AQ],CARD [AQ],CARL [AQ],CHAT [AQ],CHIL [AQ],CLL [AQ],CLL2 [AQ],CNPR [AQ],COBR [AQ],CRD [AQ],CRD2 [AQ],DCC1 [AQ],DCST [AQ],DERR [AQ],DERY [AQ],DESA [AQ],DUMB [AQ],EA8 [AQ],EAGL [AQ],ECCL [AQ],ED [AQ],ED2 [AQ],ED3 [AQ],EDNS [AQ],ESK [AQ],GGWR [AQ],GHSR [AQ],GKA8 [AQ],GLA [AQ],GLA3 [AQ],GLA4 [AQ],GLAS [AQ],GLAZ [AQ],GLKP [AQ],GRA2 [AQ],GRAN [AQ],HAR [AQ],HIL [AQ],HM [AQ],HORS [AQ],HOVE [AQ],HRL [AQ],HS1 [AQ],INV2 [AQ],KC1 [AQ],LB [AQ],LIVR [AQ],LN [AQ],LON5 [AQ],LON6 [AQ],LUTR [AQ],LV6 [AQ],LVP [AQ],MACK [AQ],MAHG [AQ],MAN [AQ],MAN3 [AQ],MAN4 [AQ],MID [AQ],MKTH [AQ],MY1 [AQ],NCA3 [AQ],NEWC [AQ],NOTT [AQ],NWBV [AQ],PLYM [AQ],PLYR [AQ],REA1 [AQ],REA5 [AQ],READ [AQ],ROCH [AQ],ROTH [AQ],SA33 [AQ],SALT [AQ],SASH [AQ],SEND [AQ],SHBR [AQ],SHDG [AQ],SHE [AQ],SHE2 [AQ],SHLW [AQ],SK1 [AQ],SOM [AQ],SOTR [AQ],SOUT [AQ],STE [AQ],STK4 [AQ],STKR [AQ],STOC [AQ],STOK [AQ],STOR [AQ],SUN2 [AQ],SUND [AQ],SUNR [AQ],SUT1 [AQ],SUT3 [AQ],SWHO [AQ],TED [AQ],TED2 [AQ],THUR [AQ],WA2 [AQ],WAR [AQ],WEYB [AQ],WL [AQ],WSMR [AQ],WTHG [AQ],YARM [AQ],YK10 [AQ],YK11 [AQ]
0,2016,1,1,122.20863816693546,122.40144801239424,129.1111909835408,132.36384864407358,132.36384864407358,123.20031175562396,124.63331109423925,123.20031175562396,122.40144801239424,122.40144801239424,122.40144801239424,122.40144801239424,122.40144801239424,122.40144801239424,123.31878663381268,123.61332165967056,122.20863816693546,123.61332165967056,122.20863816693546,123.61332165967056,123.61332165967056,123.61332165967056,126.91022245117182,121.01377254715408,121.01377254715408,131.0414926549841,124.63331109423925,124.63331109423925,122.20863816693546,123.13544835794886,128.9631844816508,123.72845497488134,123.72845497488134,123.72845497488134,127.5597178097928,128.9631844816508,125.85483536187924,122.20863816693546,122.20863816693546,123.72845497488134,121.84742762746814,122.20863816693546,122.20863816693546,146.49680834898027,122.24969154669282,130.83526755559,130.83526755559,122.68976136955914,121.7665131237478,122.20863816693546,136.74693588425615,121.01377254715408,131.0414926549841,131.0414926549841,131.0414926549841,131.0414926549841,130.82059802022712,120.5308279580344,120.5308279580344,121.7665131237478,120.5308279580344,120.5308279580344,120.5308279580344,120.5308279580344,121.01377254715408,120.5308279580344,124.6905372648805,124.6905372648805,121.82070328122956,122.20863816693546,140.62285058459645,122.20863816693546,126.91022245117182,122.20863816693546,122.20863816693546,142.99102882375888,122.20863816693546,120.84155371718978,121.6706476319458,125.1245666455547,122.20863816693546,124.63331109423925,121.36261804014188,121.6706476319458,121.6706476319458,130.16537934479473,121.01377254715408,121.01377254715408,121.01377254715408,121.01377254715408,136.74693588425615,122.062165425147,122.20863816693546,138.33548510656277,138.33548510656277,122.68976136955914,122.68976136955914,138.71757112215067,138.71757112215067,122.05121431860562,122.05121431860562,122.05121431860562,128.9631844816508,122.24969154669282,125.85483536187924,138.71757112215067,138.71757112215067,128.9631844816508,122.24969154669282,122.24969154669282,122.24969154669282,122.24969154669282,121.6706476319458,122.20863816693546,130.16537934479473,136.74693588425615,125.85483536187924,121.36261804014188,121.01377254715408,123.5053428311022,121.01377254715408,123.5053428311022,126.91022245117182,144.16080849788273,144.16080849788273,144.16080849788273,122.20863816693546,122.20863816693546,122.06484216537748,122.20863816693546,122.20863816693546,124.63331109423925,122.20863816693546,121.6706476319458,128.10197163510117,122.20863816693546,121.6706476319458,126.91022245117182,136.74693588425615,125.26598579120156,125.26598579120156
1,2016,1,2,175.63516476965873,96.9316143231527,158.79985079714604,131.5563539724444,131.5563539724444,263.232214233576,173.26548579722476,263.232214233576,96.9316143231527,96.9316143231527,96.9316143231527,96.9316143231527,96.9316143231527,96.9316143231527,97.9974791162586,260.84872048844375,175.63516476965873,260.84872048844375,175.63516476965873,260.84872048844375,260.84872048844375,260.84872048844375,199.50894739844256,92.60523062902088,92.60523062902088,109.8861010375698,173.26548579722476,173.26548579722476,175.63516476965873,145.2618149862171,171.4828025114324,253.13846059472587,253.13846059472587,253.13846059472587,103.36878587240756,171.4828025114324,231.82017721315336,175.63516476965873,175.63516476965873,253.13846059472587,94.0747066826768,175.63516476965873,175.63516476965873,122.49979370531592,93.7263499440223,164.74583885788792,164.74583885788792,90.7412928554938,92.57052477027722,175.63516476965873,113.65476279199105,92.60523062902088,109.8861010375698,109.8861010375698,109.8861010375698,109.8861010375698,105.68211231786503,90.08547723839996,90.08547723839996,92.57052477027722,90.08547723839996,90.08547723839996,90.08547723839996,90.08547723839996,92.60523062902088,90.08547723839996,100.03875249274368,100.03875249274368,194.1329424911326,175.63516476965873,117.8702283796394,175.63516476965873,199.50894739844256,175.63516476965873,175.63516476965873,116.99790372447605,175.63516476965873,90.19219732917584,92.82227130053316,254.3004265042827,175.63516476965873,173.26548579722476,141.5319901212599,92.82227130053316,92.82227130053316,267.0470770425918,92.60523062902088,92.60523062902088,92.60523062902088,92.60523062902088,113.65476279199105,105.65763555265914,175.63516476965873,115.75433856864748,115.75433856864748,90.7412928554938,90.7412928554938,260.1836086470659,260.1836086470659,180.0173879262651,180.0173879262651,180.0173879262651,171.4828025114324,93.7263499440223,231.82017721315336,260.1836086470659,260.1836086470659,171.4828025114324,93.7263499440223,93.7263499440223,93.7263499440223,93.7263499440223,92.82227130053316,175.63516476965873,267.0470770425918,113.65476279199105,231.82017721315336,141.5319901212599,92.60523062902088,100.6420205874466,92.60523062902088,100.6420205874466,199.50894739844256,120.55295421225054,120.55295421225054,120.55295421225054,175.63516476965873,175.63516476965873,225.98865057515025,175.63516476965873,175.63516476965873,173.26548579722476,175.63516476965873,92.82227130053316,123.58617220670266,175.63516476965873,92.82227130053316,199.50894739844256,113.65476279199105,101.14025987035606,101.14025987035606
2,2016,1,3,174.8089778864642,161.70183456907324,126.6468587654952,120.95424894031872,120.95424894031872,187.80949220549184,176.8268476057173,187.80949220549184,161.70183456907324,161.70183456907324,161.70183456907324,161.70183456907324,161.70183456907324,161.70183456907324,151.92366054897434,203.6448550932974,174.8089778864642,203.6448550932974,174.8089778864642,203.6448550932974,203.6448550932974,203.6448550932974,181.8785177501761,137.7286443101015,137.7286443101015,101.16100302958284,176.8268476057173,176.8268476057173,174.8089778864642,168.79157601098743,176.0976538150602,224.1902508443482,224.1902508443482,224.1902508443482,114.2544030996745,176.0976538150602,189.563093459801,174.8089778864642,174.8089778864642,224.1902508443482,164.8540804333512,174.8089778864642,174.8089778864642,107.93792935035248,141.96317297759052,121.20427525129108,121.20427525129108,153.76958083192716,90.7824626071027,174.8089778864642,134.56826112856135,137.7286443101015,101.16100302958284,101.16100302958284,101.16100302958284,101.16100302958284,107.23621588898632,91.746217410106,91.746217410106,90.7824626071027,91.746217410106,91.746217410106,91.746217410106,91.746217410106,137.7286443101015,91.746217410106,94.31468431289416,94.31468431289416,175.2438276070437,174.8089778864642,138.88457159077856,174.8089778864642,181.8785177501761,174.8089778864642,174.8089778864642,92.18454881220762,174.8089778864642,140.5582931351865,138.71667349298517,125.70241128702348,174.8089778864642,176.8268476057173,169.54035797968544,138.71667349298517,138.71667349298517,228.6313359668788,137.7286443101015,137.7286443101015,137.7286443101015,137.7286443101015,134.56826112856135,165.4214611282323,174.8089778864642,127.16020725561478,127.16020725561478,153.76958083192716,153.76958083192716,247.5767695443875,247.5767695443875,173.36408409863267,173.36408409863267,173.36408409863267,176.0976538150602,141.96317297759052,189.563093459801,247.5767695443875,247.5767695443875,176.0976538150602,141.96317297759052,141.96317297759052,141.96317297759052,141.96317297759052,138.71667349298517,174.8089778864642,228.6313359668788,134.56826112856135,189.563093459801,169.54035797968544,137.7286443101015,149.3823165336133,137.7286443101015,149.3823165336133,181.8785177501761,132.77656000907754,132.77656000907754,132.77656000907754,174.8089778864642,174.8089778864642,179.39397678459522,174.8089778864642,174.8089778864642,176.8268476057173,174.8089778864642,138.71667349298517,147.52463529943168,174.8089778864642,138.71667349298517,181.8785177501761,134.56826112856135,133.189199171772,133.189199171772
3,2016,1,4,197.7398664661058,169.8656371186936,97.97301994810444,91.51334639062024,91.51334639062024,201.1116642009873,201.9624904316346,201.1116642009873,169.8656371186936,169.8656371186936,169.8656371186936,169.8656371186936,169.8656371186936,169.8656371186936,148.73527578235718,205.45009381646824,197.7398664661058,205.45009381646824,197.7398664661058,205.45009381646824,205.45009381646824,205.45009381646824,216.41773721108217,117.5514333098216,117.5514333098216,92.43240565711844,201.9624904316346,201.9624904316346,197.7398664661058,187.57451741887508,208.34450129319524,212.90765186424264,212.90765186424264,212.90765186424264,99.61190804737376,208.34450129319524,218.9173697497385,197.7398664661058,197.7398664661058,212.90765186424264,172.82957221456377,197.7398664661058,197.7398664661058,98.04298499585312,124.75836317589297,95.1294184483176,95.1294184483176,146.30915708618926,103.89501811940562,197.7398664661058,115.37303356247509,117.5514333098216,92.43240565711844,92.43240565711844,92.43240565711844,92.43240565711844,92.77784863710087,104.7358216894674,104.7358216894674,103.89501811940562,104.7358216894674,104.7358216894674,104.7358216894674,104.7358216894674,117.5514333098216,104.7358216894674,100.22763986521156,100.22763986521156,198.33926055199936,197.7398664661058,118.98594757703964,197.7398664661058,216.41773721108217,197.7398664661058,197.7398664661058,96.90087213260236,197.7398664661058,121.06082271661413,117.66236262900614,111.2404832282444,197.7398664661058,201.9624904316346,185.4919929527805,117.66236262900614,117.66236262900614,224.46757537708672,117.5514333098216,117.5514333098216,117.5514333098216,117.5514333098216,115.37303356247509,173.70266154303283,197.7398664661058,110.18010520796167,110.18010520796167,146.30915708618926,146.30915708618926,241.731245802859,241.731245802859,197.86067910710443,197.86067910710443,197.86067910710443,208.34450129319524,124.75836317589297,218.9173697497385,241.731245802859,241.731245802859,208.34450129319524,124.75836317589297,124.75836317589297,124.75836317589297,124.75836317589297,117.66236262900614,197.7398664661058,224.46757537708672,115.37303356247509,218.9173697497385,185.4919929527805,117.5514333098216,138.4372419574556,117.5514333098216,138.4372419574556,216.41773721108217,113.90354573755658,113.90354573755658,113.90354573755658,197.7398664661058,197.7398664661058,199.4743196159235,197.7398664661058,197.7398664661058,201.9624904316346,197.7398664661058,117.66236262900614,152.66888842464058,197.7398664661058,117.66236262900614,216.41773721108217,115.37303356247509,114.2257199467623,114.2257199467623
4,2016,1,5,192.43145035598224,146.66826049085023,171.21260470087458,145.24439472595418,145.24439472595418,205.56171858563525,193.4587964930545,205.56171858563525,146.66826049085023,146.66826049085023,146.66826049085023,146.66826049085023,146.66826049085023,146.66826049085023,127.59302313511566,215.63709398627344,192.43145035598224,215.63709398627344,192.43145035598224,215.63709398627344,215.63709398627344,215.63709398627344,214.72033482822692,102.71415351073968,102.71415351073968,113.1156855078327,193.4587964930545,193.4587964930545,192.43145035598224,172.71444312467105,195.99690832521185,234.88456099280657,234.88456099280657,234.88456099280657,115.7767776300993,195.99690832521185,221.0097714242237,192.43145035598224,192.43145035598224,234.88456099280657,150.3626393182277,192.43145035598224,192.43145035598224,92.13242525305878,105.92234445174026,153.24339793098562,153.24339793098562,121.74235276616233,127.76101378298688,192.43145035598224,101.62438663585156,102.71415351073968,113.1156855078327,113.1156855078327,113.1156855078327,113.1156855078327,120.4203170898056,125.43516349616952,125.43516349616952,127.76101378298688,125.43516349616952,125.43516349616952,125.43516349616952,125.43516349616952,102.71415351073968,125.43516349616952,121.30760187138574,121.30760187138574,199.5574198628865,192.43145035598224,106.71027717912622,192.43145035598224,214.72033482822692,192.43145035598224,192.43145035598224,109.5608545949519,192.43145035598224,104.67806247779272,103.31122556113206,175.74218809864175,192.43145035598224,193.4587964930545,173.28952368906215,103.31122556113206,103.31122556113206,239.86207076814063,102.71415351073968,102.71415351073968,102.71415351073968,102.71415351073968,101.62438663585156,153.01842721776177,192.43145035598224,90.09471843558606,90.09471843558606,121.74235276616233,121.74235276616233,259.2479055079224,259.2479055079224,196.2049410465133,196.2049410465133,196.2049410465133,195.99690832521185,105.92234445174026,221.0097714242237,259.2479055079224,259.2479055079224,195.99690832521185,105.92234445174026,105.92234445174026,105.92234445174026,105.92234445174026,103.31122556113206,192.43145035598224,239.86207076814063,101.62438663585156,221.0097714242237,173.28952368906215,102.71415351073968,114.89305311007143,102.71415351073968,114.89305311007143,214.72033482822692,96.54614771342231,96.54614771342231,96.54614771342231,192.43145035598224,192.43145035598224,202.9911306535361,192.43145035598224,192.43145035598224,193.4587964930545,192.43145035598224,103.31122556113206,144.3573983973281,192.43145035598224,103.31122556113206,214.72033482822692,101.62438663585156,102.4971444783726,102.4971444783726
5,2016,1,6,253.5651692298904,139.12848686849225,142.3364868829749,143.4457539672985,143.4457539672985,157.22683246446633,257.28975297580064,157.22683246446633,139.12848686849225,139.12848686849225,139.12848686849225,139.12848686849225,139.12848686849225,139.12848686849225,127.32422054605436,159.57942057912976,253.5651692298904,159.57942057912976,253.5651692298904,159.57942057912976,159.57942057912976,159.57942057912976,238.92804392100632,123.5427021223684,123.5427021223684,115.02925408968372,257.28975297580064,257.28975297580064,253.5651692298904,224.93741973520767,224.6786503654468,161.07862097603493,161.07862097603493,161.07862097603493,117.12424057938298,224.6786503654468,227.9703765216768,253.5651692298904,253.5651692298904,161.07862097603493,155.9652592213185,253.5651692298904,253.5651692298904,123.11474623383108,119.17433730989262,143.42412080312477,143.42412080312477,126.05126866553267,113.27039842766057,253.5651692298904,117.82039833994612,123.5427021223684,115.02925408968372,115.02925408968372,115.02925408968372,115.02925408968372,118.04031502296104,109.2081995186989,109.2081995186989,113.27039842766057,109.2081995186989,109.2081995186989,109.2081995186989,109.2081995186989,123.5427021223684,109.2081995186989,111.31759375366524,111.31759375366524,194.37070645109,253.5651692298904,119.07952742812448,253.5651692298904,238.92804392100632,253.5651692298904,253.5651692298904,121.9314202320381,253.5651692298904,119.26274213515669,129.92876377362686,138.02035260660628,253.5651692298904,257.28975297580064,238.7600565330934,129.92876377362686,129.92876377362686,195.9037025815597,123.5427021223684,123.5427021223684,123.5427021223684,123.5427021223684,117.82039833994612,209.4049083628917,253.5651692298904,116.85477253396088,116.85477253396088,126.05126866553267,126.05126866553267,190.0306512553001,190.0306512553001,226.84271950717184,226.84271950717184,226.84271950717184,224.6786503654468,119.17433730989262,227.9703765216768,190.0306512553001,190.0306512553001,224.6786503654468,119.17433730989262,119.17433730989262,119.17433730989262,119.17433730989262,129.92876377362686,253.5651692298904,195.9037025815597,117.82039833994612,227.9703765216768,238.7600565330934,123.5427021223684,132.36228428192038,123.5427021223684,132.36228428192038,238.92804392100632,118.59831995876324,118.59831995876324,118.59831995876324,253.5651692298904,253.5651692298904,141.20742422258235,253.5651692298904,253.5651692298904,257.28975297580064,253.5651692298904,129.92876377362686,124.5836442781056,253.5651692298904,129.92876377362686,238.92804392100632,117.82039833994612,116.65750549755472,116.65750549755472
6,2016,1,7,266.31516519749,261.1452462568719,245.7778609887738,265.1931178302119,265.1931178302119,262.2774898106409,268.93052790012507,262.2774898106409,261.1452462568719,261.1452462568719,261.1452462568719,261.1452462568719,261.1452462568719,261.1452462568719,269.3432303232114,262.3751311517853,266.31516519749,262.3751311517853,266.31516519749,262.3751311517853,262.3751311517853,262.3751311517853,266.3163440249488,261.5631791474146,261.5631791474146,246.3479819757546,268.93052790012507,268.93052790012507,266.31516519749,265.37027256082274,260.02191617172133,261.17827547175784,261.17827547175784,261.17827547175784,268.77577489822374,260.02191617172133,260.7725801264363,266.31516519749,266.31516519749,261.17827547175784,262.6180817339348,266.31516519749,266.31516519749,167.2218660866995,266.2806886046713,251.40928315931623,251.40928315931623,264.78399136038746,268.8698914783163,266.31516519749,262.0276824908657,261.5631791474146,246.3479819757546,246.3479819757546,246.3479819757546,246.3479819757546,261.23637975604413,263.3221815699917,263.3221815699917,268.8698914783163,263.3221815699917,263.3221815699917,263.3221815699917,263.3221815699917,261.5631791474146,263.3221815699917,256.35436353221786,256.35436353221786,262.161985910993,266.31516519749,252.09158956507463,266.31516519749,266.3163440249488,266.31516519749,266.31516519749,132.06520121903694,266.31516519749,263.93060537097847,260.5779334797385,240.0589043154741,266.31516519749,268.93052790012507,267.3838020676923,260.5779334797385,260.5779334797385,259.6733093849079,261.5631791474146,261.5631791474146,261.5631791474146,261.5631791474146,262.0276824908657,265.64831520604315,266.31516519749,257.5122566370601,257.5122566370601,264.78399136038746,264.78399136038746,259.9499142412724,259.9499142412724,264.33667423955086,264.33667423955086,264.33667423955086,260.02191617172133,266.2806886046713,260.7725801264363,259.9499142412724,259.9499142412724,260.02191617172133,266.2806886046713,266.2806886046713,266.2806886046713,266.2806886046713,260.5779334797385,266.31516519749,259.6733093849079,262.0276824908657,260.7725801264363,267.3838020676923,261.5631791474146,260.68675570911023,261.5631791474146,260.68675570911023,266.3163440249488,246.01241089742905,246.01241089742905,246.01241089742905,266.31516519749,266.31516519749,261.4487020270431,266.31516519749,266.31516519749,268.93052790012507,266.31516519749,260.5779334797385,229.6175329229264,266.31516519749,260.5779334797385,266.3163440249488,262.0276824908657,269.7636391272416,269.7636391272416
7,2016,1,8,195.4195173127529,200.1852783230568,213.1237169423368,195.6209610349738,195.6209610349738,198.5967791170257,196.0307826473338,198.5967791170257,200.1852783230568,200.1852783230568,200.1852783230568,200.1852783230568,200.1852783230568,200.1852783230568,200.94428311173613,204.42085897473248,195.4195173127529,204.42085897473248,195.4195173127529,204.42085897473248,204.42085897473248,204.42085897473248,201.64869029805,206.84308323436144,206.84308323436144,129.74124659255563,196.0307826473338,196.0307826473338,195.4195173127529,195.15635505348317,199.4688948907797,213.11189022765865,213.11189022765865,213.11189022765865,165.2281041920263,199.4688948907797,203.82298100659395,195.4195173127529,195.4195173127529,213.11189022765865,199.72836344604863,195.4195173127529,195.4195173127529,228.6095658631873,203.8305605842558,186.9381096943856,186.9381096943856,203.8142109132645,119.11428846759908,195.4195173127529,201.8845352803544,206.84308323436144,129.74124659255563,129.74124659255563,129.74124659255563,129.74124659255563,107.99787697332346,130.8331950288797,130.8331950288797,119.11428846759908,130.8331950288797,130.8331950288797,130.8331950288797,130.8331950288797,206.84308323436144,130.8331950288797,132.40579241651452,132.40579241651452,196.9312571740266,195.4195173127529,203.90525058928648,195.4195173127529,201.64869029805,195.4195173127529,195.4195173127529,146.35682296935516,195.4195173127529,205.32772072549545,215.01768853272728,191.4462565173622,195.4195173127529,196.0307826473338,195.11859417587505,215.01768853272728,215.01768853272728,210.42177603323972,206.84308323436144,206.84308323436144,206.84308323436144,206.84308323436144,201.8845352803544,198.85322721380228,195.4195173127529,194.13691730879376,194.13691730879376,203.8142109132645,203.8142109132645,225.741900693028,225.741900693028,196.33063138045912,196.33063138045912,196.33063138045912,199.4688948907797,203.8305605842558,203.82298100659395,225.741900693028,225.741900693028,199.4688948907797,203.8305605842558,203.8305605842558,203.8305605842558,203.8305605842558,215.01768853272728,195.4195173127529,210.42177603323972,201.8845352803544,203.82298100659395,195.11859417587505,206.84308323436144,202.79561661253237,206.84308323436144,202.79561661253237,201.64869029805,204.09689479837303,204.09689479837303,204.09689479837303,195.4195173127529,195.4195173127529,197.62768859869533,195.4195173127529,195.4195173127529,196.0307826473338,195.4195173127529,215.01768853272728,201.9582795226854,195.4195173127529,215.01768853272728,201.64869029805,201.8845352803544,199.16414925818583,199.16414925818583
8,2016,1,9,180.06502780183092,168.16132279179106,98.31054191541966,98.86745541727292,98.86745541727292,192.90584740986705,177.61415763247808,192.90584740986705,168.16132279179106,168.16132279179106,168.16132279179106,168.16132279179106,168.16132279179106,168.16132279179106,163.8864623753667,194.6443598792237,180.06502780183092,194.6443598792237,180.06502780183092,194.6443598792237,194.6443598792237,194.6443598792237,185.9903622581086,154.56784489941683,154.56784489941683,108.32193213226309,177.61415763247808,177.61415763247808,180.06502780183092,171.44194851344483,177.9359788505977,195.6271902134493,195.6271902134493,195.6271902134493,101.27405535291578,177.9359788505977,194.81505220066143,180.06502780183092,180.06502780183092,195.6271902134493,168.78695316216135,180.06502780183092,180.06502780183092,100.54328816291772,160.0961902319268,98.8208349040701,98.8208349040701,164.09013324586897,109.99105669199888,180.06502780183092,148.4830762982358,154.56784489941683,108.32193213226309,108.32193213226309,108.32193213226309,108.32193213226309,101.6158193845682,115.38425761547164,115.38425761547164,109.99105669199888,115.38425761547164,115.38425761547164,115.38425761547164,115.38425761547164,154.56784489941683,115.38425761547164,113.67117457224369,113.67117457224369,186.6520238890076,180.06502780183092,153.92445852193342,180.06502780183092,185.9903622581086,180.06502780183092,180.06502780183092,110.23715104410238,180.06502780183092,158.58379057422303,150.95719351909423,97.49686534206924,180.06502780183092,177.61415763247808,171.37811733540542,150.95719351909423,150.95719351909423,204.69337278500404,154.56784489941683,154.56784489941683,154.56784489941683,154.56784489941683,148.4830762982358,168.067024814754,180.06502780183092,132.9816890299706,132.9816890299706,164.09013324586897,164.09013324586897,212.09280128044463,212.09280128044463,182.9526376959504,182.9526376959504,182.9526376959504,177.9359788505977,160.0961902319268,194.81505220066143,212.09280128044463,212.09280128044463,177.9359788505977,160.0961902319268,160.0961902319268,160.0961902319268,160.0961902319268,150.95719351909423,180.06502780183092,204.69337278500404,148.4830762982358,194.81505220066143,171.37811733540542,154.56784489941683,161.04446725820904,154.56784489941683,161.04446725820904,185.9903622581086,145.94116093653872,145.94116093653872,145.94116093653872,180.06502780183092,180.06502780183092,189.95676732052144,180.06502780183092,180.06502780183092,177.61415763247808,180.06502780183092,150.95719351909423,170.73131628167994,180.06502780183092,150.95719351909423,185.9903622581086,148.4830762982358,152.65380111416684,152.65380111416684
9,2016,1,10,215.68889529999365,215.72648720548264,229.98770236893432,243.63951489501025,243.63951489501025,215.22047270901092,217.89095466241915,215.22047270901092,215.72648720548264,215.72648720548264,215.72648720548264,215.72648720548264,215.72648720548264,215.72648720548264,212.5356471933604,217.7936566550216,215.68889529999365,217.7936566550216,215.68889529999365,217.7936566550216,217.7936566550216,217.7936566550216,225.45259526636045,218.64174831088096,218.64174831088096,230.07400209262136,217.89095466241915,217.89095466241915,215.68889529999365,216.0712352451412,221.5581575726298,223.32124430195245,223.32124430195245,223.32124430195245,231.5866077633356,221.5581575726298,223.0955900409465,215.68889529999365,215.68889529999365,223.32124430195245,215.43949377195568,215.68889529999365,215.68889529999365,223.1801705624475,215.36658302362665,245.2860330238142,245.2860330238142,214.1709903967401,233.27524343532377,215.68889529999365,220.4139757612216,218.64174831088096,230.07400209262136,230.07400209262136,230.07400209262136,230.07400209262136,231.48154857537665,228.92948788218763,228.92948788218763,233.27524343532377,228.92948788218763,228.92948788218763,228.92948788218763,228.92948788218763,218.64174831088096,228.92948788218763,229.654952476809,229.654952476809,215.9606379365877,215.68889529999365,217.03756524119163,215.68889529999365,225.45259526636045,215.68889529999365,215.68889529999365,174.53499291562622,215.68889529999365,217.05904379368448,224.3700431316716,233.3333989005428,215.68889529999365,217.89095466241915,216.2730071618128,224.3700431316716,224.3700431316716,224.32827868252883,218.64174831088096,218.64174831088096,218.64174831088096,218.64174831088096,220.4139757612216,214.68258543044692,215.68889529999365,225.41164131399864,225.41164131399864,214.1709903967401,214.1709903967401,233.7047493607535,233.7047493607535,216.37922111015456,216.37922111015456,216.37922111015456,221.5581575726298,215.36658302362665,223.0955900409465,233.7047493607535,233.7047493607535,221.5581575726298,215.36658302362665,215.36658302362665,215.36658302362665,215.36658302362665,224.3700431316716,215.68889529999365,224.32827868252883,220.4139757612216,223.0955900409465,216.2730071618128,218.64174831088096,211.67511958558032,218.64174831088096,211.67511958558032,225.45259526636045,221.38222018119475,221.38222018119475,221.38222018119475,215.68889529999365,215.68889529999365,215.5868079707861,215.68889529999365,215.68889529999365,217.89095466241915,215.68889529999365,224.3700431316716,216.20765112673143,215.68889529999365,224.3700431316716,225.45259526636045,220.4139757612216,219.4208522810456,219.4208522810456
